tx_id,order_id,user_id,timestamp,merchant_id,merchant_name,crypto_asset,fiat_currency,fiat_volume_cad,tx_status,payment_channel,decline_reason,processor_code,flat_fee_cad,spread_income_cad,flow_direction,risk_score,aml_flag,ip_country,velocity_1h,is_high_risk,order_created_at,channel_selected_at,kyc_passed_at,payment_completed_at,settled_at,provider_amount_cad,ledger_amount_cad,recon_delta_cad,recon_status,latency_ms,settlement_latency_min
TX-20260606-0085,ORD-20260606-0085,U00047,2026-06-06T16:29:19Z,M1004,Merchant 1004,USDC,CAD,270.14,Completed,Interac e-Transfer,,APPROVED,1.23,0.32,Inflow,35.91,False,HK,1,False,2026-06-06T15:34:20Z,2026-06-06T15:34:59Z,2026-06-06T15:54:29Z,2026-06-06T16:29:19Z,2026-06-06T16:40:19Z,270.14,270.14,0.0,Matched,1052,11
TX-20260606-0020,ORD-20260606-0020,U00693,2026-06-06T16:38:54Z,M1013,Merchant 1013,USDC,CAD,100.24,Completed,Interac e-Transfer,,APPROVED,0.99,0.12,Inflow,56.51,False,GB,1,False,2026-06-06T15:57:41Z,2026-06-06T16:07:20Z,2026-06-06T16:14:20Z,2026-06-06T16:38:54Z,2026-06-06T16:52:54Z,96.19,100.24,-4.05,Mismatch,679,14
TX-20260606-0065,ORD-20260606-0065,U00323,2026-06-06T16:47:53Z,M1004,Merchant 1004,USDC,CAD,359.1,Completed,Interac e-Transfer,,APPROVED,1.35,0.43,Outflow,28.79,False,US,1,False,2026-06-06T15:59:09Z,2026-06-06T16:06:34Z,2026-06-06T16:31:08Z,2026-06-06T16:47:53Z,2026-06-06T17:03:53Z,359.1,359.1,0.0,Matched,269,16
TX-20260606-0094,ORD-20260606-0094,U00665,2026-06-06T17:19:16Z,M1009,Merchant 1009,USDT,USD,78.43,Completed,Crypto Network,,APPROVED,0.96,0.09,Outflow,66.73,False,CA,1,False,2026-06-06T17:10:15Z,2026-06-06T17:16:09Z,2026-06-06T17:40:09Z,2026-06-06T17:19:16Z,2026-06-06T17:32:16Z,78.43,78.43,0.0,Matched,531,13
TX-20260606-0032,ORD-20260606-0032,U00004,2026-06-06T17:23:15Z,M1010,Merchant 1010,USDT,USD,288.56,Completed,Interac e-Transfer,,APPROVED,1.25,0.35,Inflow,29.5,False,GB,1,False,2026-06-06T16:47:28Z,2026-06-06T16:49:53Z,2026-06-06T16:56:35Z,2026-06-06T17:23:15Z,2026-06-06T17:30:15Z,288.56,288.56,0.0,Matched,450,7
TX-20260606-0002,ORD-20260606-0002,U00392,2026-06-06T18:18:10Z,M1001,Merchant 1001,USDC,CAD,23.35,Completed,Wire Transfer,,APPROVED,0.88,0.03,Outflow,72.97,False,CA,1,False,2026-06-06T18:08:40Z,2026-06-06T18:17:20Z,2026-06-06T18:25:20Z,2026-06-06T18:18:10Z,2026-06-06T18:51:10Z,23.35,23.35,0.0,Matched,452,33
TX-20260606-0013,ORD-20260606-0013,U00696,2026-06-06T18:24:06Z,M1004,Merchant 1004,USDC,CAD,405.22,Completed,Interac e-Transfer,,APPROVED,1.42,0.49,Inflow,51.36,False,US,0,False,2026-06-06T18:15:01Z,2026-06-06T18:18:48Z,2026-06-06T18:36:16Z,2026-06-06T18:24:06Z,2026-06-06T18:39:06Z,405.22,405.22,0.0,Matched,370,15
TX-20260606-0073,ORD-20260606-0073,U00305,2026-06-06T18:41:25Z,M1013,Merchant 1013,USDT,CAD,56.33,Completed,Interac e-Transfer,,APPROVED,0.93,0.07,Inflow,44.57,False,GB,3,False,2026-06-06T18:06:14Z,2026-06-06T18:13:58Z,2026-06-06T18:24:57Z,2026-06-06T18:41:25Z,2026-06-06T18:47:25Z,56.33,56.33,0.0,Matched,1116,6
TX-20260606-0043,ORD-20260606-0043,U00049,2026-06-06T18:41:40Z,M1011,Merchant 1011,USDC,USD,55.76,Completed,Interac e-Transfer,,APPROVED,0.93,0.07,Outflow,64.46,False,HK,1,False,2026-06-06T17:46:25Z,2026-06-06T17:49:04Z,2026-06-06T18:08:47Z,2026-06-06T18:41:40Z,2026-06-06T19:04:40Z,55.76,55.76,0.0,Matched,604,23
TX-20260606-0093,ORD-20260606-0093,U00652,2026-06-06T18:43:26Z,M1012,Merchant 1012,USDC,USD,88.13,Completed,Interac e-Transfer,,APPROVED,0.97,0.11,Inflow,60.98,False,US,4,False,2026-06-06T17:41:43Z,2026-06-06T17:46:48Z,2026-06-06T17:47:18Z,2026-06-06T18:43:26Z,2026-06-06T19:31:26Z,88.13,88.13,0.0,Matched,470,48
TX-20260606-0014,ORD-20260606-0014,U00386,2026-06-06T18:48:35Z,M1006,Merchant 1006,USDC,CAD,88.16,Completed,Wire Transfer,,APPROVED,0.97,0.11,Inflow,36.48,False,US,1,False,2026-06-06T18:01:36Z,2026-06-06T18:07:09Z,2026-06-06T18:14:51Z,2026-06-06T18:48:35Z,2026-06-06T19:13:35Z,88.16,88.16,0.0,Matched,873,25
TX-20260606-0054,ORD-20260606-0054,U00185,2026-06-06T18:49:08Z,M1016,Merchant 1016,USDT,CAD,85.59,Completed,Crypto Network,,APPROVED,0.97,0.1,Inflow,41.15,False,US,2,False,2026-06-06T18:14:12Z,2026-06-06T18:16:58Z,2026-06-06T18:39:32Z,2026-06-06T18:49:08Z,2026-06-06T19:10:08Z,85.59,85.59,0.0,Matched,315,21
TX-20260606-0029,ORD-20260606-0029,U00024,2026-06-06T18:50:53Z,M1016,Merchant 1016,BTC,USD,3140.86,Failed,Card,Fraud Block,AML_BLOCK,0.0,0.0,Inflow,91.62,True,SG,5,True,2026-06-06T18:14:33Z,2026-06-06T18:22:22Z,2026-06-06T18:26:19Z,,,3140.86,3140.86,0.0,Matched,622,
TX-20260606-0033,ORD-20260606-0033,U00279,2026-06-06T18:57:42Z,M1011,Merchant 1011,BTC,CAD,48.86,Completed,Interac e-Transfer,,APPROVED,0.92,0.1,Outflow,52.94,False,SG,0,False,2026-06-06T18:38:21Z,2026-06-06T18:42:40Z,2026-06-06T18:59:14Z,2026-06-06T18:57:42Z,2026-06-06T20:34:42Z,48.86,48.86,0.0,Matched,759,97
TX-20260606-0053,ORD-20260606-0053,U00567,2026-06-06T19:01:46Z,M1005,Merchant 1005,USDT,CAD,810.67,Completed,Interac e-Transfer,,APPROVED,1.98,0.97,Outflow,47.33,False,CA,2,False,2026-06-06T18:01:49Z,2026-06-06T18:05:26Z,2026-06-06T18:07:57Z,2026-06-06T19:01:46Z,2026-06-06T19:16:46Z,810.67,810.67,0.0,Matched,796,15
TX-20260606-0071,ORD-20260606-0071,U00208,2026-06-06T19:36:36Z,M1007,Merchant 1007,USDC,CAD,682.17,Completed,Card,,APPROVED,1.81,0.82,Outflow,57.17,False,US,1,False,2026-06-06T19:27:50Z,2026-06-06T19:30:57Z,2026-06-06T19:34:47Z,2026-06-06T19:36:36Z,2026-06-06T19:53:36Z,682.17,682.17,0.0,Matched,516,17
TX-20260606-0006,ORD-20260606-0006,U00725,2026-06-06T19:39:11Z,M1018,Merchant 1018,USDT,USD,298.38,Completed,Card,,APPROVED,1.27,0.36,Inflow,55.21,False,GB,1,False,2026-06-06T19:09:42Z,2026-06-06T19:15:31Z,2026-06-06T19:16:53Z,2026-06-06T19:39:11Z,2026-06-06T20:47:11Z,298.38,298.38,0.0,Matched,624,68
TX-20260606-0022,ORD-20260606-0022,U00488,2026-06-06T19:40:08Z,M1013,Merchant 1013,USDT,CAD,301.39,Completed,Crypto Network,,APPROVED,1.27,0.36,Outflow,92.28,True,NG,3,True,2026-06-06T18:44:42Z,2026-06-06T18:53:52Z,,2026-06-06T19:40:08Z,2026-06-06T19:56:08Z,301.39,301.39,0.0,Matched,906,16
TX-20260606-0004,ORD-20260606-0004,U00365,2026-06-06T19:46:06Z,M1012,Merchant 1012,ETH,CAD,447.04,Completed,Interac e-Transfer,,APPROVED,1.48,0.94,Inflow,51.49,False,CA,2,False,2026-06-06T19:27:22Z,2026-06-06T19:33:15Z,2026-06-06T19:34:00Z,2026-06-06T19:46:06Z,2026-06-06T20:34:06Z,447.04,447.04,0.0,Matched,421,48
TX-20260606-0041,ORD-20260606-0041,U00747,2026-06-06T19:47:14Z,M1001,Merchant 1001,USDT,USD,254.63,Completed,Wire Transfer,,APPROVED,1.21,0.31,Inflow,51.06,False,SG,1,False,2026-06-06T19:03:11Z,2026-06-06T19:11:42Z,2026-06-06T19:16:30Z,2026-06-06T19:47:14Z,2026-06-06T20:19:14Z,254.63,254.63,0.0,Matched,344,32
TX-20260606-0060,ORD-20260606-0060,U00693,2026-06-06T19:49:55Z,M1012,Merchant 1012,BTC,USD,450.09,Completed,Card,,APPROVED,1.48,0.95,Inflow,54.25,False,US,2,False,2026-06-06T19:27:14Z,2026-06-06T19:28:04Z,2026-06-06T19:39:12Z,2026-06-06T19:49:55Z,2026-06-06T20:27:55Z,450.09,450.09,0.0,Matched,1458,38
TX-20260606-0083,ORD-20260606-0083,U00131,2026-06-06T20:33:55Z,M1017,Merchant 1017,USDT,USD,1853.01,Completed,Interac e-Transfer,,APPROVED,3.44,2.22,Inflow,63.6,False,CA,3,False,2026-06-06T20:01:12Z,2026-06-06T20:05:17Z,2026-06-06T20:11:03Z,2026-06-06T20:33:55Z,2026-06-06T20:46:55Z,1853.01,1853.01,0.0,Matched,381,13
TX-20260606-0024,ORD-20260606-0024,U00550,2026-06-06T21:12:46Z,M1015,Merchant 1015,USDC,CAD,71.09,Completed,Wire Transfer,,APPROVED,0.95,0.09,Outflow,29.4,False,CA,2,False,2026-06-06T21:00:56Z,2026-06-06T21:05:32Z,2026-06-06T21:10:55Z,2026-06-06T21:12:46Z,2026-06-06T21:21:46Z,71.09,71.09,0.0,Matched,996,9
TX-20260606-0044,ORD-20260606-0044,U00436,2026-06-06T21:23:58Z,M1018,Merchant 1018,USDT,CAD,47.05,Completed,Interac e-Transfer,,APPROVED,0.92,0.06,Inflow,45.71,False,HK,1,False,2026-06-06T21:17:05Z,2026-06-06T21:21:40Z,2026-06-06T21:43:49Z,2026-06-06T21:23:58Z,2026-06-06T21:47:58Z,47.05,47.05,0.0,Matched,572,24
TX-20260606-0086,ORD-20260606-0086,U00573,2026-06-06T22:09:40Z,M1007,Merchant 1007,USDC,USD,566.32,Completed,Wire Transfer,,APPROVED,1.64,0.68,Outflow,50.64,False,CA,4,False,2026-06-06T21:56:06Z,2026-06-06T21:56:57Z,2026-06-06T21:57:33Z,2026-06-06T22:09:40Z,2026-06-06T23:05:40Z,566.32,566.32,0.0,Matched,502,56
TX-20260606-0027,ORD-20260606-0027,U00592,2026-06-06T22:31:11Z,M1010,Merchant 1010,ETH,CAD,7.91,Completed,Crypto Network,,APPROVED,0.86,0.02,Outflow,33.11,False,CA,0,False,2026-06-06T22:23:26Z,2026-06-06T22:24:25Z,2026-06-06T22:34:32Z,2026-06-06T22:31:11Z,2026-06-06T23:12:11Z,7.91,7.91,0.0,Matched,297,41
TX-20260606-0052,ORD-20260606-0052,U00270,2026-06-06T22:50:35Z,M1010,Merchant 1010,USDC,CAD,517.83,Completed,Wire Transfer,,APPROVED,1.57,0.62,Outflow,37.61,False,GB,0,False,2026-06-06T21:57:22Z,2026-06-06T22:04:41Z,2026-06-06T22:14:16Z,2026-06-06T22:50:35Z,2026-06-06T22:58:35Z,517.83,517.83,0.0,Matched,613,8
TX-20260606-0015,ORD-20260606-0015,U00643,2026-06-06T22:52:23Z,M1016,Merchant 1016,ETH,USD,368.84,Pending,Crypto Network,,PENDING,0.0,0.0,Inflow,37.92,False,GB,2,False,2026-06-06T22:33:55Z,2026-06-06T22:38:43Z,2026-06-06T22:52:31Z,,,358.12,368.84,-10.72,Mismatch,480,
TX-20260606-0042,ORD-20260606-0042,U00556,2026-06-06T22:55:51Z,M1019,Merchant 1019,USDC,CAD,73.46,Completed,Wire Transfer,,APPROVED,0.95,0.09,Inflow,60.26,False,CA,5,False,2026-06-06T22:16:58Z,2026-06-06T22:23:49Z,2026-06-06T22:26:50Z,2026-06-06T22:55:51Z,2026-06-06T23:04:51Z,73.46,73.46,0.0,Matched,269,9
TX-20260606-0016,ORD-20260606-0016,U00318,2026-06-06T23:16:02Z,M1014,Merchant 1014,USDC,CAD,584.44,Completed,Crypto Network,,APPROVED,1.67,0.7,Outflow,34.44,False,US,3,False,2026-06-06T22:14:51Z,2026-06-06T22:21:29Z,2026-06-06T22:23:10Z,2026-06-06T23:16:02Z,2026-06-06T23:30:02Z,584.44,584.44,0.0,Matched,652,14
TX-20260606-0037,ORD-20260606-0037,U00674,2026-06-06T23:35:54Z,M1014,Merchant 1014,USDT,CAD,200.2,Completed,Crypto Network,,APPROVED,1.13,0.24,Inflow,52.61,False,CA,3,False,2026-06-06T22:32:15Z,2026-06-06T22:33:39Z,2026-06-06T22:53:57Z,2026-06-06T23:35:54Z,2026-06-06T23:44:54Z,200.2,200.2,0.0,Matched,494,9
TX-20260606-0011,ORD-20260606-0011,U00629,2026-06-06T23:38:19Z,M1019,Merchant 1019,ETH,CAD,291.48,Completed,Wire Transfer,,APPROVED,1.26,0.61,Inflow,55.86,False,US,0,False,2026-06-06T23:18:26Z,2026-06-06T23:25:41Z,2026-06-06T23:49:39Z,2026-06-06T23:38:19Z,2026-06-07T00:12:19Z,291.48,291.48,0.0,Matched,359,34
TX-20260606-0074,ORD-20260606-0074,U00657,2026-06-06T23:39:12Z,M1008,Merchant 1008,USDC,CAD,420.97,Completed,Interac e-Transfer,,APPROVED,1.44,0.51,Inflow,37.68,False,CA,3,False,2026-06-06T22:53:48Z,2026-06-06T23:00:01Z,2026-06-06T23:15:19Z,2026-06-06T23:39:12Z,2026-06-06T23:50:12Z,420.97,420.97,0.0,Matched,693,11
TX-20260606-0021,ORD-20260606-0021,U00594,2026-06-07T00:22:50Z,M1001,Merchant 1001,USDC,CAD,151.61,Completed,Wire Transfer,,APPROVED,1.06,0.18,Outflow,35.76,False,HK,0,False,2026-06-06T23:23:58Z,2026-06-06T23:25:01Z,2026-06-06T23:38:23Z,2026-06-07T00:22:50Z,2026-06-07T00:38:50Z,151.61,151.61,0.0,Matched,416,16
TX-20260606-0089,ORD-20260606-0089,U00712,2026-06-07T00:53:26Z,M1005,Merchant 1005,USDC,CAD,262.6,Completed,Interac e-Transfer,,APPROVED,1.22,0.32,Inflow,31.86,False,GB,3,False,2026-06-07T00:46:00Z,,,2026-06-07T00:53:26Z,2026-06-07T01:07:26Z,262.6,262.6,0.0,Matched,1558,14
TX-20260606-0047,ORD-20260606-0047,U00408,2026-06-07T00:58:15Z,M1020,Merchant 1020,USDC,USD,31.24,Completed,Interac e-Transfer,,APPROVED,0.89,0.04,Outflow,39.73,False,SG,2,False,2026-06-07T00:09:50Z,,,2026-06-07T00:58:15Z,2026-06-07T01:17:15Z,31.24,31.24,0.0,Matched,1655,19
TX-20260606-0036,ORD-20260606-0036,U00231,2026-06-07T01:30:12Z,M1005,Merchant 1005,USDC,CAD,190.94,Completed,Card,,APPROVED,1.12,0.23,Inflow,79.38,False,CA,0,False,2026-06-07T01:00:35Z,2026-06-07T01:01:22Z,2026-06-07T01:26:20Z,2026-06-07T01:30:12Z,2026-06-07T01:40:12Z,190.94,190.94,0.0,Matched,447,10
TX-20260606-0049,ORD-20260606-0049,U00526,2026-06-07T01:34:23Z,M1003,Merchant 1003,USDC,USD,61.95,Completed,Interac e-Transfer,,APPROVED,0.94,0.07,Outflow,76.59,False,NG,1,False,2026-06-07T01:15:56Z,2026-06-07T01:24:08Z,2026-06-07T01:47:57Z,2026-06-07T01:34:23Z,2026-06-07T02:06:23Z,61.95,61.95,0.0,Matched,464,32
TX-20260606-0058,ORD-20260606-0058,U00686,2026-06-07T02:03:03Z,M1001,Merchant 1001,USDC,CAD,364.02,Completed,Interac e-Transfer,,APPROVED,1.36,0.44,Inflow,46.32,False,CA,0,False,2026-06-07T01:26:28Z,2026-06-07T01:32:27Z,2026-06-07T01:41:30Z,2026-06-07T02:03:03Z,2026-06-07T02:30:03Z,364.02,364.02,0.0,Matched,426,27
TX-20260606-0034,ORD-20260606-0034,U00615,2026-06-07T02:03:47Z,M1009,Merchant 1009,BTC,CAD,57.78,Completed,Interac e-Transfer,,APPROVED,0.93,0.12,Inflow,39.27,False,US,0,False,2026-06-07T01:42:06Z,2026-06-07T01:50:17Z,2026-06-07T02:09:58Z,2026-06-07T02:03:47Z,2026-06-07T02:43:47Z,57.78,57.78,0.0,Matched,639,40
TX-20260606-0007,ORD-20260606-0007,U00388,2026-06-07T02:06:01Z,M1017,Merchant 1017,USDT,USD,137.6,Completed,Interac e-Transfer,,APPROVED,1.04,0.17,Outflow,49.43,False,CA,1,False,2026-06-07T02:00:40Z,2026-06-07T02:08:06Z,2026-06-07T02:16:14Z,2026-06-07T02:06:01Z,2026-06-07T02:19:01Z,137.6,137.6,0.0,Matched,419,13
TX-20260606-0088,ORD-20260606-0088,U00009,2026-06-07T02:09:07Z,M1003,Merchant 1003,USDC,CAD,264.89,Completed,Card,,APPROVED,1.22,0.32,Outflow,51.55,False,US,3,False,2026-06-07T01:00:30Z,,,2026-06-07T02:09:07Z,2026-06-07T02:33:07Z,264.89,264.89,0.0,Matched,593,24
TX-20260606-0062,ORD-20260606-0062,U00529,2026-06-07T02:18:06Z,M1019,Merchant 1019,USDC,CAD,359.39,Completed,Interac e-Transfer,,APPROVED,1.35,0.43,Inflow,50.07,False,CA,3,False,2026-06-07T01:27:41Z,2026-06-07T01:29:32Z,,2026-06-07T02:18:06Z,2026-06-07T02:31:06Z,359.39,359.39,0.0,Matched,782,13
TX-20260606-0008,ORD-20260606-0008,U00247,2026-06-07T02:21:39Z,M1020,Merchant 1020,USDC,CAD,746.58,Completed,Interac e-Transfer,,APPROVED,1.9,0.9,Inflow,51.93,False,US,1,False,2026-06-07T02:07:02Z,2026-06-07T02:15:47Z,2026-06-07T02:36:30Z,2026-06-07T02:21:39Z,2026-06-07T02:37:39Z,746.58,746.58,0.0,Matched,567,16
TX-20260606-0055,ORD-20260606-0055,U00736,2026-06-07T02:28:18Z,M1006,Merchant 1006,USDC,USD,266.04,Completed,Crypto Network,,APPROVED,1.22,0.32,Inflow,77.58,False,GB,1,False,2026-06-07T01:55:06Z,2026-06-07T02:01:37Z,2026-06-07T02:23:49Z,2026-06-07T02:28:18Z,2026-06-07T02:40:18Z,266.04,266.04,0.0,Matched,652,12
TX-20260606-0068,ORD-20260606-0068,U00152,2026-06-07T02:29:37Z,M1013,Merchant 1013,USDC,CAD,1267.82,Completed,Interac e-Transfer,,APPROVED,2.62,1.52,Outflow,83.82,False,HK,1,False,2026-06-07T01:51:21Z,2026-06-07T01:56:00Z,2026-06-07T02:18:29Z,2026-06-07T02:29:37Z,2026-06-07T02:43:37Z,1267.82,1267.82,0.0,Matched,584,14
TX-20260606-0082,ORD-20260606-0082,U00337,2026-06-07T02:31:08Z,M1018,Merchant 1018,USDT,CAD,157.54,Completed,Card,,APPROVED,1.07,0.19,Inflow,50.16,False,CA,0,False,2026-06-07T01:30:42Z,2026-06-07T01:40:10Z,2026-06-07T01:54:51Z,2026-06-07T02:31:08Z,2026-06-07T02:47:08Z,157.54,157.54,0.0,Matched,426,16
TX-20260606-0092,ORD-20260606-0092,U00025,2026-06-07T02:44:39Z,M1016,Merchant 1016,BTC,USD,160.82,Pending,Interac e-Transfer,,PENDING,0.0,0.0,Outflow,70.38,False,CA,4,False,2026-06-07T02:03:02Z,2026-06-07T02:09:08Z,2026-06-07T02:15:06Z,,,160.82,160.82,0.0,Matched,416,
TX-20260606-0005,ORD-20260606-0005,U00186,2026-06-07T02:51:58Z,M1017,Merchant 1017,BTC,CAD,227.38,Completed,Card,,APPROVED,1.17,0.48,Inflow,31.34,False,CA,2,False,2026-06-07T02:06:36Z,2026-06-07T02:10:19Z,2026-06-07T02:23:13Z,2026-06-07T02:51:58Z,2026-06-07T03:40:58Z,227.38,227.38,0.0,Matched,592,49
TX-20260606-0070,ORD-20260606-0070,U00713,2026-06-07T03:02:05Z,M1004,Merchant 1004,USDT,CAD,293.05,Completed,Interac e-Transfer,,APPROVED,1.26,0.35,Inflow,87.02,False,US,3,True,2026-06-07T01:57:50Z,2026-06-07T02:01:22Z,2026-06-07T02:20:57Z,2026-06-07T03:02:05Z,2026-06-07T03:20:05Z,293.05,293.05,0.0,Matched,263,18
TX-20260606-0072,ORD-20260606-0072,U00564,2026-06-07T03:03:30Z,M1006,Merchant 1006,USDT,CAD,142.68,Completed,Wire Transfer,,APPROVED,1.05,0.17,Inflow,44.87,False,CA,1,False,2026-06-07T02:39:00Z,2026-06-07T02:45:24Z,2026-06-07T02:49:55Z,2026-06-07T03:03:30Z,2026-06-07T03:19:30Z,142.68,142.68,0.0,Matched,428,16
TX-20260606-0010,ORD-20260606-0010,U00245,2026-06-07T03:08:36Z,M1002,Merchant 1002,USDC,CAD,466.43,Completed,Wire Transfer,,APPROVED,1.5,0.56,Inflow,28.87,False,CA,1,False,2026-06-07T02:44:45Z,2026-06-07T02:48:15Z,2026-06-07T02:52:11Z,2026-06-07T03:08:36Z,2026-06-07T03:23:36Z,466.43,466.43,0.0,Matched,1508,15
TX-20260606-0090,ORD-20260606-0090,U00608,2026-06-07T03:17:21Z,M1011,Merchant 1011,USDC,CAD,1897.99,Completed,Crypto Network,,APPROVED,3.51,2.28,Outflow,64.25,False,SG,2,False,2026-06-07T02:16:00Z,2026-06-07T02:20:40Z,2026-06-07T02:33:27Z,2026-06-07T03:17:21Z,2026-06-07T03:26:21Z,1897.99,1897.99,0.0,Matched,669,9
TX-20260606-0063,ORD-20260606-0063,U00665,2026-06-07T03:22:04Z,M1018,Merchant 1018,USDC,CAD,673.16,Completed,Wire Transfer,,APPROVED,1.79,0.81,Inflow,29.57,False,US,1,False,2026-06-07T03:09:44Z,2026-06-07T03:17:28Z,2026-06-07T03:20:40Z,2026-06-07T03:22:04Z,2026-06-07T03:47:04Z,673.16,673.16,0.0,Matched,220,25
TX-20260606-0051,ORD-20260606-0051,U00344,2026-06-07T03:29:23Z,M1006,Merchant 1006,USDC,USD,129.45,Completed,Wire Transfer,,APPROVED,1.03,0.16,Inflow,40.21,False,CA,0,False,2026-06-07T02:36:51Z,2026-06-07T02:37:56Z,2026-06-07T02:58:51Z,2026-06-07T03:29:23Z,2026-06-07T03:40:23Z,129.45,129.45,0.0,Matched,743,11
TX-20260606-0098,ORD-20260606-0098,U00703,2026-06-07T03:42:12Z,M1010,Merchant 1010,USDT,CAD,138.43,Completed,Card,,APPROVED,1.04,0.17,Inflow,36.83,False,CA,1,False,2026-06-07T02:37:02Z,2026-06-07T02:41:19Z,2026-06-07T02:58:53Z,2026-06-07T03:42:12Z,2026-06-07T04:01:12Z,138.43,138.43,0.0,Matched,377,19
TX-20260606-0081,ORD-20260606-0081,U00142,2026-06-07T03:42:20Z,M1008,Merchant 1008,USDC,CAD,15.02,Completed,Card,,APPROVED,0.87,0.02,Outflow,43.85,False,GB,2,False,2026-06-07T03:00:53Z,2026-06-07T03:06:04Z,2026-06-07T03:12:02Z,2026-06-07T03:42:20Z,2026-06-07T03:59:20Z,15.02,15.02,0.0,Matched,453,17
TX-20260607-0074,ORD-20260607-0074,U00327,2026-06-07T04:03:17Z,M1003,Merchant 1003,USDC,CAD,292.35,Completed,Interac e-Transfer,,APPROVED,1.26,0.35,Outflow,36.11,False,CA,2,False,2026-06-07T03:44:36Z,2026-06-07T03:45:02Z,2026-06-07T04:06:58Z,2026-06-07T04:03:17Z,2026-06-07T04:26:17Z,292.35,292.35,0.0,Matched,949,23
TX-20260607-0012,ORD-20260607-0012,U00448,2026-06-07T04:06:29Z,M1018,Merchant 1018,USDC,CAD,41.77,Completed,Wire Transfer,,APPROVED,0.91,0.05,Inflow,34.87,False,CA,3,False,2026-06-07T03:58:46Z,2026-06-07T04:06:41Z,2026-06-07T04:31:21Z,2026-06-07T04:06:29Z,2026-06-07T04:48:29Z,41.77,41.77,0.0,Matched,646,42
TX-20260607-0075,ORD-20260607-0075,U00462,2026-06-07T04:06:41Z,M1004,Merchant 1004,USDT,USD,567.37,Completed,Card,,APPROVED,1.64,0.68,Outflow,61.38,False,GB,0,False,2026-06-07T03:56:19Z,2026-06-07T04:05:24Z,2026-06-07T04:25:42Z,2026-06-07T04:06:41Z,2026-06-07T04:12:41Z,567.37,567.37,0.0,Matched,676,6
TX-20260607-0004,ORD-20260607-0004,U00339,2026-06-07T04:09:00Z,M1009,Merchant 1009,USDT,CAD,127.31,Completed,Interac e-Transfer,,APPROVED,1.03,0.15,Inflow,73.96,False,GB,2,False,2026-06-07T03:59:22Z,2026-06-07T04:03:00Z,2026-06-07T04:08:47Z,2026-06-07T04:09:00Z,2026-06-07T04:47:00Z,127.31,127.31,0.0,Matched,366,38
TX-20260607-0083,ORD-20260607-0083,U00036,2026-06-07T04:12:56Z,M1017,Merchant 1017,ETH,CAD,957.96,Completed,Interac e-Transfer,,APPROVED,2.19,2.01,Outflow,39.83,False,GB,2,False,2026-06-07T03:24:44Z,2026-06-07T03:29:36Z,2026-06-07T03:35:17Z,2026-06-07T04:12:56Z,2026-06-07T05:01:56Z,957.96,957.96,0.0,Matched,408,49
TX-20260607-0092,ORD-20260607-0092,U00542,2026-06-07T04:23:41Z,M1019,Merchant 1019,USDC,USD,2173.18,Completed,Wire Transfer,,APPROVED,3.89,2.61,Inflow,53.55,False,GB,1,False,2026-06-07T03:20:07Z,2026-06-07T03:28:51Z,2026-06-07T03:53:02Z,2026-06-07T04:23:41Z,2026-06-07T04:31:41Z,2173.18,2173.18,0.0,Matched,736,8
TX-20260607-0095,ORD-20260607-0095,U00164,2026-06-07T04:27:02Z,M1013,Merchant 1013,BTC,CAD,381.26,Completed,Interac e-Transfer,,APPROVED,1.38,0.8,Inflow,86.42,False,US,2,True,2026-06-07T04:16:15Z,2026-06-07T04:17:18Z,2026-06-07T04:24:48Z,2026-06-07T04:27:02Z,2026-06-07T05:06:02Z,381.26,381.26,0.0,Matched,725,39
TX-20260607-0073,ORD-20260607-0073,U00430,2026-06-07T04:36:36Z,M1012,Merchant 1012,USDC,CAD,201.56,Completed,Interac e-Transfer,,APPROVED,1.13,0.24,Inflow,41.6,False,NG,0,False,2026-06-07T03:34:47Z,2026-06-07T03:36:01Z,2026-06-07T03:49:22Z,2026-06-07T04:36:36Z,2026-06-07T05:05:36Z,201.56,201.56,0.0,Matched,165,29
TX-20260607-0056,ORD-20260607-0056,U00411,2026-06-07T04:37:02Z,M1007,Merchant 1007,USDT,USD,1496.42,Completed,Crypto Network,,APPROVED,2.94,1.8,Inflow,99.0,True,CA,4,True,2026-06-07T04:13:55Z,2026-06-07T04:20:26Z,2026-06-07T04:21:57Z,2026-06-07T04:37:02Z,2026-06-07T04:58:02Z,1496.42,1496.42,0.0,Matched,1048,21
TX-20260607-0049,ORD-20260607-0049,U00263,2026-06-07T04:45:53Z,M1005,Merchant 1005,USDC,CAD,215.68,Completed,Interac e-Transfer,,APPROVED,1.15,0.26,Inflow,49.25,False,US,3,False,2026-06-07T03:57:19Z,2026-06-07T04:06:11Z,2026-06-07T04:18:22Z,2026-06-07T04:45:53Z,2026-06-07T05:22:53Z,215.68,215.68,0.0,Matched,167,37
TX-20260607-0037,ORD-20260607-0037,U00139,2026-06-07T04:53:37Z,M1012,Merchant 1012,USDC,USD,84.18,Completed,Wire Transfer,,APPROVED,0.97,0.1,Inflow,47.96,False,US,2,False,2026-06-07T04:41:59Z,2026-06-07T04:45:45Z,2026-06-07T05:01:13Z,2026-06-07T04:53:37Z,2026-06-07T05:12:37Z,84.18,84.18,0.0,Matched,348,19
